# Force coefficients
# liftDir    : (0.000000e+00 0.000000e+00 1.000000e+00)
# dragDir    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis  : (0.000000e+00 1.000000e+00 0.000000e+00)
# magUInf    : 2.000000e+01
# lRef       : 1.420000e+00
# Aref       : 7.500000e-01
# CofR       : (7.200000e-01 0.000000e+00 0.000000e+00)
# Time       	Cm           	Cd           	Cl           	Cl(f)        	Cl(r)        
361          	1.559128e-01	4.117259e-01	6.397946e-02	1.879025e-01	-1.239231e-01
362          	1.558888e-01	4.116634e-01	6.394548e-02	1.878615e-01	-1.239160e-01
363          	1.559018e-01	4.116737e-01	6.393922e-02	1.878714e-01	-1.239322e-01
364          	1.558706e-01	4.116176e-01	6.388515e-02	1.878132e-01	-1.239281e-01
365          	1.558792e-01	4.116171e-01	6.388854e-02	1.878234e-01	-1.239349e-01
366          	1.558621e-01	4.115784e-01	6.384928e-02	1.877868e-01	-1.239375e-01
367          	1.558798e-01	4.116066e-01	6.384047e-02	1.878000e-01	-1.239595e-01
368          	1.558578e-01	4.115728e-01	6.379664e-02	1.877561e-01	-1.239595e-01
369          	1.558726e-01	4.115991e-01	6.379472e-02	1.877700e-01	-1.239753e-01
370          	1.558544e-01	4.115810e-01	6.374654e-02	1.877277e-01	-1.239811e-01
371          	1.558791e-01	4.116307e-01	6.374860e-02	1.877534e-01	-1.240048e-01
372          	1.558613e-01	4.116164e-01	6.371194e-02	1.877173e-01	-1.240053e-01
373          	1.559019e-01	4.116787e-01	6.373695e-02	1.877703e-01	-1.240334e-01
374          	1.559014e-01	4.116771e-01	6.371317e-02	1.877580e-01	-1.240448e-01
375          	1.559231e-01	4.117224e-01	6.372795e-02	1.877871e-01	-1.240592e-01
376          	1.559094e-01	4.116988e-01	6.371016e-02	1.877644e-01	-1.240543e-01
377          	1.559443e-01	4.117538e-01	6.374338e-02	1.878160e-01	-1.240727e-01
378          	1.559448e-01	4.117559e-01	6.372484e-02	1.878072e-01	-1.240823e-01
379          	1.559586e-01	4.117808e-01	6.375538e-02	1.878363e-01	-1.240809e-01
380          	1.559625e-01	4.117740e-01	6.376461e-02	1.878448e-01	-1.240802e-01
381          	1.559892e-01	4.118213e-01	6.380074e-02	1.878896e-01	-1.240889e-01
382          	1.559846e-01	4.118030e-01	6.380161e-02	1.878854e-01	-1.240838e-01
383          	1.560084e-01	4.118315e-01	6.383141e-02	1.879241e-01	-1.240927e-01
384          	1.560124e-01	4.118206e-01	6.383676e-02	1.879308e-01	-1.240940e-01
385          	1.560551e-01	4.118706e-01	6.388848e-02	1.879993e-01	-1.241108e-01
386          	1.560589e-01	4.118629e-01	6.388251e-02	1.880001e-01	-1.241176e-01
387          	1.560904e-01	4.118987e-01	6.391074e-02	1.880458e-01	-1.241350e-01
388          	1.560925e-01	4.118793e-01	6.390947e-02	1.880472e-01	-1.241377e-01
389          	1.561362e-01	4.119306e-01	6.394806e-02	1.881103e-01	-1.241622e-01
390          	1.561501e-01	4.119244e-01	6.395415e-02	1.881271e-01	-1.241730e-01
391          	1.561920e-01	4.119725e-01	6.398693e-02	1.881854e-01	-1.241985e-01
392          	1.562177e-01	4.119865e-01	6.398174e-02	1.882085e-01	-1.242268e-01
393          	1.562715e-01	4.120487e-01	6.401249e-02	1.882778e-01	-1.242653e-01
394          	1.562901e-01	4.120618e-01	6.399125e-02	1.882857e-01	-1.242944e-01
395          	1.563304e-01	4.120987e-01	6.401166e-02	1.883363e-01	-1.243246e-01
396          	1.563540e-01	4.121004e-01	6.399772e-02	1.883529e-01	-1.243552e-01
397          	1.564175e-01	4.121703e-01	6.400921e-02	1.884221e-01	-1.244129e-01
398          	1.564318e-01	4.121661e-01	6.396694e-02	1.884152e-01	-1.244483e-01
399          	1.564708e-01	4.122013e-01	6.395093e-02	1.884462e-01	-1.244953e-01
400          	1.564718e-01	4.121758e-01	6.389147e-02	1.884175e-01	-1.245260e-01
401          	1.565206e-01	4.122309e-01	6.385485e-02	1.884480e-01	-1.245931e-01
402          	1.565324e-01	4.122272e-01	6.377199e-02	1.884184e-01	-1.246464e-01
403          	1.565703e-01	4.122624e-01	6.372791e-02	1.884342e-01	-1.247063e-01
404          	1.565832e-01	4.122568e-01	6.365784e-02	1.884121e-01	-1.247543e-01
405          	1.566399e-01	4.123270e-01	6.361668e-02	1.884483e-01	-1.248316e-01
406          	1.566607e-01	4.123374e-01	6.354979e-02	1.884355e-01	-1.248858e-01
407          	1.567180e-01	4.124092e-01	6.352243e-02	1.884792e-01	-1.249568e-01
408          	1.567559e-01	4.124484e-01	6.349604e-02	1.885039e-01	-1.250079e-01
409          	1.568282e-01	4.125435e-01	6.352636e-02	1.885914e-01	-1.250650e-01
410          	1.568655e-01	4.125946e-01	6.352748e-02	1.886293e-01	-1.251018e-01
411          	1.569187e-01	4.126645e-01	6.356564e-02	1.887015e-01	-1.251359e-01
412          	1.569403e-01	4.126858e-01	6.359187e-02	1.887362e-01	-1.251443e-01
413          	1.569879e-01	4.127546e-01	6.365602e-02	1.888160e-01	-1.251599e-01
414          	1.570021e-01	4.127797e-01	6.368038e-02	1.888423e-01	-1.251619e-01
415          	1.570235e-01	4.128153e-01	6.374367e-02	1.888953e-01	-1.251517e-01
416          	1.570186e-01	4.128072e-01	6.377622e-02	1.889067e-01	-1.251305e-01
417          	1.570279e-01	4.128450e-01	6.382050e-02	1.889381e-01	-1.251176e-01
418          	1.569994e-01	4.128095e-01	6.384986e-02	1.889243e-01	-1.250744e-01
419          	1.570034e-01	4.128258e-01	6.392012e-02	1.889635e-01	-1.250434e-01
420          	1.569751e-01	4.128062e-01	6.394473e-02	1.889474e-01	-1.250027e-01
421          	1.569894e-01	4.128511e-01	6.401018e-02	1.889945e-01	-1.249844e-01
422          	1.569691e-01	4.128385e-01	6.403193e-02	1.889851e-01	-1.249532e-01
423          	1.569567e-01	4.128640e-01	6.410123e-02	1.890073e-01	-1.249061e-01
424          	1.569254e-01	4.128256e-01	6.413858e-02	1.889947e-01	-1.248562e-01
425          	1.569310e-01	4.128532e-01	6.421017e-02	1.890361e-01	-1.248259e-01
426          	1.568982e-01	4.128401e-01	6.422926e-02	1.890129e-01	-1.247836e-01
427          	1.568891e-01	4.128441e-01	6.429772e-02	1.890379e-01	-1.247402e-01
428          	1.568460e-01	4.128021e-01	6.433310e-02	1.890125e-01	-1.246794e-01
429          	1.568433e-01	4.127994e-01	6.441058e-02	1.890486e-01	-1.246380e-01
430          	1.567850e-01	4.127419e-01	6.441672e-02	1.889934e-01	-1.245767e-01
431          	1.567593e-01	4.127162e-01	6.444620e-02	1.889824e-01	-1.245362e-01
432          	1.567094e-01	4.126319e-01	6.446573e-02	1.889423e-01	-1.244766e-01
433          	1.566981e-01	4.126065e-01	6.450735e-02	1.889518e-01	-1.244444e-01
434          	1.566543e-01	4.125377e-01	6.448651e-02	1.888976e-01	-1.244111e-01
435          	1.566219e-01	4.124789e-01	6.447052e-02	1.888572e-01	-1.243866e-01
436          	1.565643e-01	4.123747e-01	6.440931e-02	1.887689e-01	-1.243596e-01
437          	1.565386e-01	4.123239e-01	6.440297e-02	1.887401e-01	-1.243371e-01
438          	1.564865e-01	4.122452e-01	6.433880e-02	1.886559e-01	-1.243171e-01
439          	1.564476e-01	4.121972e-01	6.430966e-02	1.886024e-01	-1.242927e-01
440          	1.563887e-01	4.121346e-01	6.424270e-02	1.885100e-01	-1.242673e-01
441          	1.563589e-01	4.121332e-01	6.421333e-02	1.884656e-01	-1.242523e-01
442          	1.562928e-01	4.120870e-01	6.415405e-02	1.883698e-01	-1.242158e-01
443          	1.562603e-01	4.121072e-01	6.411484e-02	1.883177e-01	-1.242028e-01
444          	1.562064e-01	4.120842e-01	6.407889e-02	1.882458e-01	-1.241670e-01
445          	1.561944e-01	4.121334e-01	6.408296e-02	1.882359e-01	-1.241530e-01
446          	1.561472e-01	4.121422e-01	6.404626e-02	1.881703e-01	-1.241240e-01
447          	1.561241e-01	4.121744e-01	6.406376e-02	1.881560e-01	-1.240922e-01
448          	1.560876e-01	4.121734e-01	6.406201e-02	1.881186e-01	-1.240566e-01
449          	1.560884e-01	4.122356e-01	6.411351e-02	1.881451e-01	-1.240316e-01
450          	1.560492e-01	4.122314e-01	6.410084e-02	1.880996e-01	-1.239988e-01
451          	1.560411e-01	4.122569e-01	6.414595e-02	1.881141e-01	-1.239682e-01
452          	1.560217e-01	4.122546e-01	6.416817e-02	1.881058e-01	-1.239376e-01
453          	1.560263e-01	4.122873e-01	6.420959e-02	1.881311e-01	-1.239215e-01
454          	1.560131e-01	4.122924e-01	6.420185e-02	1.881140e-01	-1.239121e-01
455          	1.560249e-01	4.123201e-01	6.423524e-02	1.881426e-01	-1.239073e-01
456          	1.560050e-01	4.122890e-01	6.422901e-02	1.881195e-01	-1.238905e-01
457          	1.560270e-01	4.123275e-01	6.424590e-02	1.881499e-01	-1.239040e-01
458          	1.560020e-01	4.122903e-01	6.421012e-02	1.881070e-01	-1.238969e-01
459          	1.560212e-01	4.123033e-01	6.422991e-02	1.881362e-01	-1.239063e-01
460          	1.560047e-01	4.122526e-01	6.420298e-02	1.881062e-01	-1.239032e-01
461          	1.560269e-01	4.122714e-01	6.422306e-02	1.881384e-01	-1.239153e-01
462          	1.560004e-01	4.122079e-01	6.419574e-02	1.880982e-01	-1.239025e-01
463          	1.560303e-01	4.122165e-01	6.423867e-02	1.881496e-01	-1.239109e-01
464          	1.560274e-01	4.121775e-01	6.422199e-02	1.881384e-01	-1.239164e-01
465          	1.560504e-01	4.121862e-01	6.424924e-02	1.881750e-01	-1.239258e-01
466          	1.560411e-01	4.121458e-01	6.422611e-02	1.881542e-01	-1.239281e-01
467          	1.560787e-01	4.121591e-01	6.427089e-02	1.882141e-01	-1.239432e-01
468          	1.560845e-01	4.121359e-01	6.424039e-02	1.882047e-01	-1.239643e-01
469          	1.561301e-01	4.121764e-01	6.425275e-02	1.882565e-01	-1.240038e-01
470          	1.561254e-01	4.121458e-01	6.419548e-02	1.882232e-01	-1.240277e-01
471          	1.561830e-01	4.121970e-01	6.421355e-02	1.882898e-01	-1.240762e-01
472          	1.561778e-01	4.121588e-01	6.414901e-02	1.882523e-01	-1.241033e-01
473          	1.562124e-01	4.121794e-01	6.412998e-02	1.882774e-01	-1.241475e-01
474          	1.562140e-01	4.121374e-01	6.406865e-02	1.882484e-01	-1.241797e-01
475          	1.562516e-01	4.121443e-01	6.406637e-02	1.882847e-01	-1.242184e-01
476          	1.562395e-01	4.120851e-01	6.398622e-02	1.882326e-01	-1.242464e-01
477          	1.562452e-01	4.120520e-01	6.394294e-02	1.882167e-01	-1.242738e-01
478          	1.562190e-01	4.119619e-01	6.385496e-02	1.881465e-01	-1.242916e-01
479          	1.562325e-01	4.119363e-01	6.382736e-02	1.881462e-01	-1.243188e-01
480          	1.561876e-01	4.118297e-01	6.373447e-02	1.880548e-01	-1.243203e-01
481          	1.561849e-01	4.117835e-01	6.370742e-02	1.880387e-01	-1.243312e-01
482          	1.561444e-01	4.116802e-01	6.364003e-02	1.879644e-01	-1.243244e-01
483          	1.561586e-01	4.116507e-01	6.364603e-02	1.879817e-01	-1.243356e-01
484          	1.561002e-01	4.115342e-01	6.357151e-02	1.878859e-01	-1.243144e-01
485          	1.560938e-01	4.114745e-01	6.358404e-02	1.878858e-01	-1.243017e-01
486          	1.560650e-01	4.113859e-01	6.354928e-02	1.878396e-01	-1.242903e-01
487          	1.560844e-01	4.113671e-01	6.357327e-02	1.878711e-01	-1.242978e-01
488          	1.560605e-01	4.112928e-01	6.353200e-02	1.878265e-01	-1.242945e-01
489          	1.560725e-01	4.112676e-01	6.355056e-02	1.878478e-01	-1.242973e-01
490          	1.560596e-01	4.112041e-01	6.353522e-02	1.878272e-01	-1.242920e-01
491          	1.560962e-01	4.112214e-01	6.356750e-02	1.878800e-01	-1.243125e-01
492          	1.560890e-01	4.111829e-01	6.353342e-02	1.878557e-01	-1.243223e-01
493          	1.561191e-01	4.112103e-01	6.353434e-02	1.878863e-01	-1.243519e-01
494          	1.561103e-01	4.111799e-01	6.350460e-02	1.878626e-01	-1.243580e-01
495          	1.561520e-01	4.112268e-01	6.352873e-02	1.879164e-01	-1.243876e-01
496          	1.561386e-01	4.112123e-01	6.348402e-02	1.878806e-01	-1.243966e-01
497          	1.561629e-01	4.112408e-01	6.349493e-02	1.879104e-01	-1.244154e-01
498          	1.561449e-01	4.112138e-01	6.348927e-02	1.878895e-01	-1.244003e-01
499          	1.561806e-01	4.112536e-01	6.352072e-02	1.879409e-01	-1.244202e-01
500          	1.561427e-01	4.111997e-01	6.351712e-02	1.879013e-01	-1.243842e-01
